ids, screen_name, followers, retweet, inreplyto, favorite, friends, listed, text
1234898832,maryannwinck,203,0,smerconish,0,1439,2,@smerconish @realDonaldTrump President Trump 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
897576906224263168,COOLBRE02671649,15,0,,1,28,1,Has anyone noticed how Trump supporters tweets slow down during WORKING hours ?  Wonder why that is ?    #thursdaythoughts
825490651768696832,VV4994,30,104,,0,107,0,RT @mtredden: Trump's political appointees are 80% men. It's the most male-dominated government in at least 24 years: https://t.co/ktZZqOnO…
94132483,jetrotter,3260,1214,,0,5001,42,"RT @_Makada_: Liberals want to impeach Trump for mispronouncing the African country Namibia as ""#Nambia"" but most libs can't even find Afri…"
442911106,UnderstandPrej,17123,0,,0,5,212,Dreamers Sue Trump Administration for Ending DACA https://t.co/fSb0AQA0FW
2688271878,sisrum,604,238,,0,401,12,RT @peterdaou: He tries to fly under the radar but just a reminder that #MikePence fully supports Trump's views. https://t.co/OPQyAUd75g
23381863,AliD123,19,0,,0,56,6,"It may sound as a cliche, but this article is spot on. Persistence, determination, and hard work will Trump IQ any d…https://t.co/U6dGIAZbuE"
412780348,trumpy17,6229,3,,0,3677,6,"RT @trumpy17: https://t.co/OZnKiqWMGH
@trumpy17 @AlwaysIntegrity @Aldebaran519 @cactusflower81 @DMHord1 
@lucianomoca @TrumpIsTheBoss3 
Lis…"
1462278134,SR1DD,6000,0,,0,5787,52,Trump to unveil additional sanctions on North Korea https://t.co/K8h86gNs7a
731343204751167489,LeisenStephanie,226,71,,0,764,1,"RT @DrDenaGrayson: 🔥Fmr top CIA CoS👉🏼Mueller🇺🇸probing if Manafort &amp; Flynn are #Russian🇷🇺plants and did Trump KNOW when he OBSTRUCTED‼️

htt…"
